Function name	Segment	Start	Length	Locals	Arguments	R	F	L	M	S	B	T	=
sub_418A80	.text	00418A80	000000E2	00000018	00000020	R	.	.	.	.	.	.	.
sub_418B70	.text	00418B70	0000004B	0000000C	00000004	R	.	.	.	.	.	.	.
sub_418BC0	.text	00418BC0	000000EE	00000008	00000004	R	.	.	.	.	.	.	.
sub_418CB0	.text	00418CB0	0000037B	00000030	00000008	R	.	.	.	.	.	.	.
sub_419030	.text	00419030	00000034	00000000	00000010	R	.	.	.	.	.	.	.
sub_419070	.text	00419070	000000D0	00000000	0000000C	R	.	.	.	.	.	.	.
sub_419140	.text	00419140	000000AA	00000010	00000004	R	.	.	.	.	.	.	.
sub_4191F0	.text	004191F0	0000019F	00000008	0000000C	R	.	.	.	.	.	.	.
sub_419390	.text	00419390	00000112	00000000	0000000C	R	.	.	.	.	.	.	.
sub_4194C0	.text	004194C0	000000A8	00000004	0000000C	R	.	.	.	.	.	T	.
sub_419570	.text	00419570	000000A8	00000004	0000000C	R	.	.	.	.	.	.	.
sub_419620	.text	00419620	00000081	00000004	0000000C	R	.	.	.	.	.	.	.
sub_4196B0	.text	004196B0	00000041	00000000	0000000C	R	.	.	.	.	.	.	.
sub_419700	.text	00419700	0000006F	00000000	0000000C	R	.	.	.	.	.	.	.
sub_419770	.text	00419770	00000079	00000000	0000000C	R	.	.	.	.	.	.	.
sub_4197F0	.text	004197F0	00000035	00000000	00000008	R	.	.	.	.	.	.	.
sub_419830	.text	00419830	00000574	0000003C	0000000C	R	.	.	.	.	.	.	.
sub_419DB0	.text	00419DB0	0000088E	0000004C	00000008	R	.	.	.	.	.	.	.
sub_41A640	.text	0041A640	0000010E	00000010	00000008	R	.	.	.	.	.	.	.
sub_41A750	.text	0041A750	00000250	00000048	0000000C	R	.	.	.	.	.	.	.
sub_41A9A0	.text	0041A9A0	0000006A	00000008	00000010	R	.	.	.	.	.	.	.
sub_41AA10	.text	0041AA10	0000002F	00000000	0000000C	R	.	.	.	.	.	.	.
sub_41AA40	.text	0041AA40	0000004D	00000004	0000000C	R	.	.	.	.	.	.	.
sub_41AA90	.text	0041AA90	00000119	00000014	0000000C	R	.	.	.	.	.	.	.
sub_41ABB0	.text	0041ABB0	00000049	00000004	00000004	R	.	.	.	.	.	.	.
sub_41AC00	.text	0041AC00	0000002F	00000008	00000010	R	.	.	.	.	.	T	.
sub_41AC30	.text	0041AC30	000002D0	00000118	00000004	R	.	.	.	.	.	.	.
sub_41AF00	.text	0041AF00	00000358	00000030	00000014	R	.	.	.	.	.	.	.
sub_41B260	.text	0041B260	0000009D	00000020	00000010	R	.	.	.	.	.	.	.
sub_41B300	.text	0041B300	0000007E	00000008	00000004	R	.	.	.	.	.	.	.
sub_41B380	.text	0041B380	00000036	00000000	00000004	R	.	.	.	.	.	.	.
sub_41B3C0	.text	0041B3C0	00000029	00000008	00000004	R	.	.	.	.	.	.	.
sub_41B3F0	.text	0041B3F0	00000028	00000008	00000004	R	.	.	.	.	.	.	.
sub_41B420	.text	0041B420	0000004E	00000000	00000004	R	.	.	.	.	.	.	.
sub_41B470	.text	0041B470	00000057	00000008	0000000C	R	.	.	.	.	.	.	.
sub_41B4D0	.text	0041B4D0	000000BA	00000574	00000004	R	.	.	.	.	.	.	.
sub_41B590	.text	0041B590	00000043	00000004	00000004	R	.	.	.	.	.	.	.
sub_41B5E0	.text	0041B5E0	0000004A	00000004	00000008	R	.	.	.	.	.	.	.
sub_41B630	.text	0041B630	00000056	00000000	00000004	R	.	.	.	.	.	.	.
sub_41B690	.text	0041B690	0000006D	00000000	00000000	R	.	.	.	.	.	.	.
sub_41B700	.text	0041B700	0000004B	00000000	00000000	R	.	.	.	.	.	.	.
UNK_SetSavRelatedVtableItem_maybe_41B750	.text	0041B750	00000010	00000000	00000008	R	.	.	.	.	.	.	.
sub_41B760	.text	0041B760	00000090	00000008	00000010	R	.	.	.	.	.	.	.
Unk_Multiplayer__41B7F0	.text	0041B7F0	000000F5	00000004	00000000	R	.	.	.	.	.	T	.
Unk_Multiplayer_RunCallback__41B8F0	.text	0041B8F0	0000002B	00000000	00000004	R	.	.	.	.	.	.	.
sub_41B920	.text	0041B920	00000016	00000004	00000000	R	.	.	.	.	.	.	.
sub_41B940	.text	0041B940	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_41B950	.text	0041B950	0000000C	00000000	00000004	R	.	.	.	.	.	.	.
sub_41B960	.text	0041B960	0000003F	00000000	00000006	R	.	.	.	.	.	.	.
sub_41B9A0	.text	0041B9A0	00000053	00000000	00000008	R	.	.	.	.	.	.	.
UNK_BuildSavRelatedVtable_maybe_41BA00	.text	0041BA00	00000196	00000000	00000000	R	.	.	.	.	.	T	.
sub_41BBA0	.text	0041BBA0	0000007F	00000008	00000004	R	.	.	.	.	.	.	.
sub_41BC20	.text	0041BC20	00000092	00000000	00000004	R	.	.	.	.	.	T	.
sub_41BCC0	.text	0041BCC0	00000013	00000000	00000004	R	.	.	.	.	.	.	.
sub_41BCE0	.text	0041BCE0	00000029	00000000	00000004	R	.	.	.	.	.	.	.
sub_41BD10	.text	0041BD10	00000040	00000104	00000000	R	.	.	.	.	.	.	.
UNK_Set41BD50_41BD50	.text	0041BD50	0000000A	00000000	00000004	R	.	.	.	.	.	T	.
sub_41BD60	.text	0041BD60	00000029	00000004	00000000	R	.	.	.	.	.	.	.
sub_41BD90	.text	0041BD90	00000031	00000004	0000000C	R	.	.	.	.	.	.	.
sub_41BDD0	.text	0041BDD0	000000A8	00000000	00000000	R	.	.	.	.	.	T	.
Unk_Multiplayer__41BE80	.text	0041BE80	00000256	00000408	00000004	R	.	.	.	.	.	T	.
sub_41C130	.text	0041C130	00000054	00000008	00000004	R	.	.	.	.	.	T	.
Unk_Multiplayer_ShowTextUnk__41C190	.text	0041C190	00000035	00000008	00000004	R	.	.	.	.	.	T	.
UpdateMultiplayer_maybe_41C1D0	.text	0041C1D0	00000085	00000008	00000000	R	.	.	.	.	.	T	.
sub_41C260	.text	0041C260	00000037	00000000	00000000	R	.	.	.	.	.	T	.
sub_41C2A0	.text	0041C2A0	0000008E	00000000	00000000	R	.	.	.	.	.	T	.
sub_41C330	.text	0041C330	00000060	00000008	00000004	R	.	.	.	.	.	.	.
sub_41C390	.text	0041C390	00000049	00000000	00000000	R	.	.	.	.	.	.	.
std::locale::classic(void)	.text	0041C3E0	0000000B	00000000	00000000	R	.	L	.	.	.	T	.
sub_41C3F0	.text	0041C3F0	0000005B	00000000	00000004	R	.	.	.	.	.	.	.
sub_41C450	.text	0041C450	00000032	00000000	00000000	R	.	.	.	.	.	.	.
sub_41C490	.text	0041C490	0000003A	00000000	00000004	R	.	.	.	.	.	.	.
sub_41C4D0	.text	0041C4D0	0000000C	00000000	00000004	R	.	.	.	.	.	.	.
sub_41C4E0	.text	0041C4E0	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_41C4F0	.text	0041C4F0	00000072	00000004	00000000	R	.	.	.	.	.	.	.
sub_41C570	.text	0041C570	00000048	00000000	00000000	R	.	.	.	.	.	.	.
sub_41C5C0	.text	0041C5C0	0000019F	00000114	00000014	R	.	.	.	.	B	T	.
sub_41C760	.text	0041C760	00000017	00000000	00000000	R	.	.	.	.	.	.	.
Unk_Multiplayer__41C780	.text	0041C780	000000E6	00000404	00000004	R	.	.	.	.	.	.	.
sub_41C870	.text	0041C870	00000065	00000008	00000004	R	.	.	.	.	.	.	.
sub_41C8E0	.text	0041C8E0	00000056	00000008	00000000	R	.	.	.	.	.	.	.
sub_41C940	.text	0041C940	00000044	00000008	00000000	R	.	.	.	.	.	.	.
sub_41C990	.text	0041C990	0000004A	00000000	00000004	R	.	.	.	.	.	.	.
Unk_Multiplayer__41C9E0	.text	0041C9E0	0000006F	00000404	00000004	R	.	.	.	.	.	.	.
Unk_Multiplayer__41CA50	.text	0041CA50	00000082	00000404	00000004	R	.	.	.	.	.	.	.
sub_41CAE0	.text	0041CAE0	00000031	00000000	00000004	R	.	.	.	.	.	.	.
sub_41CB20	.text	0041CB20	00000068	00000000	0000000C	R	.	.	.	.	.	.	.
sub_41CB90	.text	0041CB90	00000038	00000004	00000004	R	.	.	.	.	.	.	.
sub_41CBD0	.text	0041CBD0	000000FA	0000002C	00000008	R	.	.	.	.	.	.	.
sub_41CCD0	.text	0041CCD0	0000010C	00000030	00000004	R	.	.	.	.	.	.	.
sub_41CDE0	.text	0041CDE0	00000078	00000000	00000004	R	.	.	.	.	.	.	.
sub_41CE60	.text	0041CE60	000001FE	00000010	00000004	R	.	.	.	.	.	.	.
sub_41D060	.text	0041D060	00000047	00000000	0000000C	R	.	.	.	.	.	.	.
sub_41D0B0	.text	0041D0B0	00000006	00000000	00000000	R	.	.	.	.	.	.	.
Unk_Multiplayer_ShowTextUnk__41D0C0	.text	0041D0C0	0000009F	00000000	0000000C	R	.	.	.	.	.	T	.
sub_41D160	.text	0041D160	00000070	0000008C	00000004	R	.	.	.	.	.	.	.
sub_41D1D0	.text	0041D1D0	00000025	00000000	00000004	R	.	.	.	.	.	.	.
sub_41D200	.text	0041D200	0000006F	00000004	00000004	R	.	.	.	.	.	.	.
sub_41D270	.text	0041D270	00000022	00000004	00000004	R	.	.	.	.	.	.	.
sub_41D2A0	.text	0041D2A0	00000042	00000000	00000004	R	.	.	.	.	.	.	.
sub_41D2F0	.text	0041D2F0	0000005B	00000000	00000004	R	.	.	.	.	.	.	.
Unk_Multiplayer_GetPlayerNum__41D350	.text	0041D350	0000002A	00000004	00000004	R	.	.	.	.	.	.	.
sub_41D380	.text	0041D380	00000022	00000000	00000004	R	.	.	.	.	.	.	.
sub_41D3B0	.text	0041D3B0	00000067	00000004	00000004	R	.	.	.	.	.	.	.
sub_41D420	.text	0041D420	000000B5	00000004	00000008	R	.	.	.	.	.	.	.
sub_41D4E0	.text	0041D4E0	00000060	00000008	00000008	R	.	.	.	.	.	.	.
sub_41D540	.text	0041D540	00000066	00000008	00000004	R	.	.	.	.	.	.	.
sub_41D5B0	.text	0041D5B0	00000041	00000000	00000004	R	.	.	.	.	.	.	.
sub_41D600	.text	0041D600	00000031	00000000	00000004	R	.	.	.	.	.	.	.
Unk_Multiplayer__41D640	.text	0041D640	00000044	00000004	00000004	R	.	.	.	.	.	.	.
sub_41D690	.text	0041D690	0000001D	00000000	00000004	R	.	.	.	.	.	.	.
Unk_Multiplayer_GetInMultiplayer__41D6B0	.text	0041D6B0	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_41D6C0	.text	0041D6C0	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_41D6D0	.text	0041D6D0	00000011	00000004	00000000	R	.	.	.	.	.	.	.
sub_41D6F0	.text	0041D6F0	000001D3	0000000C	00000004	R	.	.	.	.	.	.	.
Unk_Test__41D8D0	.text	0041D8D0	0000005C	00000000	00000004	R	.	.	.	.	.	T	.
Unk_Test__41D930	.text	0041D930	000000CA	00000008	00000004	R	.	.	.	.	.	T	.
sub_41DA00	.text	0041DA00	00000229	00000024	00000000	R	.	.	.	.	.	.	.
sub_41DC30	.text	0041DC30	00000068	00000004	00000004	R	.	.	.	.	.	.	.
sub_41DCA0	.text	0041DCA0	0000003B	00000000	00000004	R	.	.	.	.	.	.	.
sub_41DCE0	.text	0041DCE0	0000003D	00000004	00000004	R	.	.	.	.	.	.	.
sub_41DD20	.text	0041DD20	00000022	00000000	00000000	R	.	.	.	.	.	.	.
sub_41DD50	.text	0041DD50	000000F4	00000000	00000008	R	.	.	.	.	.	T	.
sub_41DE50	.text	0041DE50	00000010	00000000	00000008	R	.	.	.	.	.	.	.
sub_41DE60	.text	0041DE60	000000A1	00000008	00000004	R	.	.	.	.	.	.	.
Unk_Multiplayer__41DF10	.text	0041DF10	00000342	0000040C	0000002C	R	.	.	.	.	.	T	.
Unk_Multiplayer__41E260	.text	0041E260	00000329	00000130	00000004	R	.	.	.	.	.	.	.
std::locale::classic(void)	.text	0041E590	0000000B	00000000	00000000	R	.	L	.	.	.	T	.
sub_41E5A0	.text	0041E5A0	00000072	00000000	00000000	R	.	.	.	.	.	.	.
sub_41E620	.text	0041E620	0000003E	00000000	00000004	R	.	.	.	.	.	.	.
sub_41E660	.text	0041E660	00000055	00000000	00000000	R	.	.	.	.	.	T	.
sub_41E6C0	.text	0041E6C0	0000003A	00000004	00000000	R	.	.	.	.	.	.	.
sub_41E700	.text	0041E700	000000B9	0000000C	00000004	R	.	.	.	.	.	.	.
sub_41E7C0	.text	0041E7C0	0000003C	00000004	00000004	R	.	.	.	.	.	.	.
sub_41E800	.text	0041E800	0000007F	0000000C	00000004	R	.	.	.	.	.	T	.
sub_41E880	.text	0041E880	0000009B	00000010	00000000	R	.	.	.	.	.	T	.
sub_41E920	.text	0041E920	00000088	0000040C	00000000	R	.	.	.	.	.	.	.
UNK_PrepareDrawMultiplayerMenu_maybe_41E9B0	.text	0041E9B0	00000019	00000000	00000000	R	.	.	.	.	.	.	.
sub_41E9D0	.text	0041E9D0	0000004D	00000004	00000000	R	.	.	.	.	.	.	.
UNK_DrawMPJoinOrHostMenu_maybe_41EA20	.text	0041EA20	000000A8	00000004	00000000	R	.	.	.	.	.	.	.
sub_41EAD0	.text	0041EAD0	000000A5	00000004	00000010	R	.	.	.	.	.	.	.
UNK_DrawMPMakeLobbyMenu_maybe_41EB80	.text	0041EB80	00000253	00000014	00000000	R	.	.	.	.	.	.	.
sub_41EDE0	.text	0041EDE0	000002F1	0000060C	0000000C	R	.	.	.	.	.	.	.
UNK_DrawMPSelectLobbyMenu_41F0E0	.text	0041F0E0	00000245	00000014	00000000	R	.	.	.	.	.	.	.
sub_41F330	.text	0041F330	00000603	00000594	0000000C	R	.	.	.	.	.	.	.
UNK_DrawMPRaceSettingsMenu_maybe_41F940	.text	0041F940	00000327	00000014	00000000	R	.	.	.	.	.	.	.
Unk_Multiplayer__41FC70	.text	0041FC70	0000098F	00000124	00000010	R	.	.	.	.	.	.	.
UNK_DrawMPReturnToLobbyMenu_maybe_420600	.text	00420600	000000A8	00000014	00000000	R	.	.	.	.	.	.	.
sub_4206B0	.text	004206B0	0000007F	00000000	0000000C	R	.	.	.	.	.	.	.
sub_420730	.text	00420730	000000A3	00000008	00000010	R	.	.	.	.	.	.	.
sub_4207E0	.text	004207E0	00000025	00000000	00000000	R	.	.	.	.	.	.	.
sub_420810	.text	00420810	0000001E	00000000	00000000	R	.	.	.	.	.	.	.
sub_420830	.text	00420830	00000088	00000128	00000000	R	.	.	.	.	.	.	.
sub_4208C0	.text	004208C0	0000001E	00000000	00000000	R	.	.	.	.	.	.	.
sub_4208E0	.text	004208E0	00000047	00000004	0000000C	R	.	.	.	.	.	T	.
CopyTrackNameToBuffer_maybe_420930	.text	00420930	00000026	00000000	0000000C	R	.	.	.	.	.	T	.
sub_420960	.text	00420960	00000025	00000000	00000008	R	.	.	.	.	.	.	.
sub_420990	.text	00420990	000000F3	00000408	00000008	R	.	.	.	.	.	.	.
sub_420A90	.text	00420A90	0000006D	00000208	00000004	R	.	.	.	.	.	.	.
sub_420B00	.text	00420B00	00000073	00000108	00000004	R	.	.	.	.	.	.	.
sub_420B80	.text	00420B80	0000009A	00000208	00000004	R	.	.	.	.	.	.	.
sub_420C20	.text	00420C20	00000013	00000000	00000004	R	.	.	.	.	.	T	.
sub_420C40	.text	00420C40	0000001E	00000000	00000008	R	.	.	.	.	.	.	.
sub_420C60	.text	00420C60	0000005C	00000008	00000004	R	.	.	.	.	.	.	.
sub_420CC0	.text	00420CC0	0000004C	0000000C	00000000	R	.	.	.	.	.	.	.
sub_420D10	.text	00420D10	0000007D	00000000	00000000	R	.	.	.	.	.	.	.
sub_420D90	.text	00420D90	000001DB	0000040C	00000004	R	.	.	.	.	.	.	.
sub_420F70	.text	00420F70	00000017	00000000	00000004	R	.	.	.	.	.	.	.
sub_420F90	.text	00420F90	00000021	00000000	00000000	R	.	.	.	.	.	.	.
sub_420FC0	.text	00420FC0	00000026	00000000	00000000	R	.	.	.	.	.	.	.
sub_420FF0	.text	00420FF0	0000002C	00000000	00000004	R	.	.	.	.	.	.	.
sub_421020	.text	00421020	0000004B	00000000	00000008	R	.	.	.	.	.	.	.
sub_421070	.text	00421070	00000064	00000000	00000004	R	.	.	.	.	.	.	.
sub_4210E0	.text	004210E0	00000037	00000000	00000004	R	.	.	.	.	.	.	.
UNK_ReadRacerTab_maybe_421120	.text	00421120	000001CB	00000008	00000004	R	.	.	.	.	.	T	.
swrText_CmpRacerTab_4212F0	.text	004212F0	0000003F	00000008	00000008	R	.	.	.	.	.	T	.
sub_421330	.text	00421330	0000002C	00000000	00000000	R	.	.	.	.	.	.	.
UNK_swrText_Translate_421360	.text	00421360	00000103	00000110	00000004	R	.	.	.	.	.	T	.
sub_421470	.text	00421470	00000043	00000004	00000004	R	.	.	.	.	.	.	.
sub_4214C0	.text	004214C0	000002B6	0000000C	00000008	R	.	.	.	.	.	.	.
Unk_LoadSaveDataFromTgfd_421810	.text	00421810	00000040	00000000	00000000	R	.	.	.	.	.	.	.
UNK_LoadSAV_421850	.text	00421850	000000F9	00000160	00000004	R	.	.	.	.	.	.	.
UNK_DeleteSAV_421950	.text	00421950	0000007B	00000100	00000004	R	.	.	.	.	.	.	.
UNK_WriteSAV_4219D0	.text	004219D0	000000E7	00000160	00000004	R	.	.	.	.	.	.	.
UNK_CreateNewProfileSavMAYBE_421AC0	.text	00421AC0	00000058	00000004	00000004	R	.	.	.	.	.	T	.
UNK_PrepareIntermediaryTGFD_MAYBE_421B20	.text	00421B20	00000064	00000058	00000004	R	.	.	.	.	.	.	.
UNK_LoadTGFD_421B90	.text	00421B90	000000FD	0000010C	00000000	R	.	.	.	.	.	.	.
WriteFileTGFD_maybe_421C90	.text	00421C90	000000E3	0000010C	00000000	R	.	.	.	.	.	.	.
AreTGFDPodUnlocksEmpty_maybe_421D80	.text	00421D80	0000000E	00000000	00000000	R	.	.	.	.	.	.	.
Unk_Sound__421D90	.text	00421D90	0000011D	00000000	00000000	R	.	.	.	.	.	T	.
sub_421EB0	.text	00421EB0	0000007F	00000000	00000004	R	.	.	.	.	.	.	.
Unk_Sound__421F30	.text	00421F30	0000012C	00000014	00000000	R	.	.	.	.	.	.	.
sub_422060	.text	00422060	0000004B	00000000	00000000	R	.	.	.	.	.	.	.
sub_4220B0	.text	004220B0	0000008D	00000004	00000000	R	.	.	.	.	.	.	.
UNK_LoadAudioCfgMAYBE_422140	.text	00422140	00000300	00000148	00000004	R	.	.	.	.	.	.	.
sub_422440	.text	00422440	00000276	0000010C	00000004	R	.	.	.	.	.	.	.
sub_4226C0	.text	004226C0	000000A6	00000008	00000000	R	.	.	.	.	.	.	.
sub_422770	.text	00422770	00000065	0000000C	00000004	R	.	.	.	.	.	.	.
Unk_Sound__4227E0	.text	004227E0	000002AB	00000294	00000008	R	.	.	.	.	.	T	.
sub_422A90	.text	00422A90	00000023	00000000	00000004	R	.	.	.	.	.	.	.
sub_422AC0	.text	00422AC0	00000266	00000290	00000004	R	.	.	.	.	.	.	.
sub_422D10	.text	00422D10	00000087	00000004	00000004	R	.	.	.	.	.	.	.
sub_422DA0	.text	00422DA0	0000008B	0000000C	00000000	R	.	.	.	.	.	.	.
sub_422E30	.text	00422E30	000000C7	0000002C	0000000C	R	.	.	.	.	.	.	.
sub_422F00	.text	00422F00	00000052	00000008	00000008	R	.	.	.	.	.	.	.
sub_422F60	.text	00422F60	000000ED	00000018	00000004	R	.	.	.	.	.	.	.
Unk_swrSound_CreateSourceFromFile_423050	.text	00423050	00000134	000000A0	00000004	R	.	.	.	.	.	.	.
sub_423190	.text	00423190	00000012	00000000	00000004	R	.	.	.	.	.	.	.
Unk_swrSound_Find_4231B0	.text	004231B0	00000015	00000000	00000004	R	.	.	.	.	.	T	.
Unk_swrSound_Add_4231D0	.text	004231D0	00000015	00000000	00000004	R	.	.	.	.	.	T	.
Unk_swrSound_Remove_4231F0	.text	004231F0	00000015	00000000	00000004	R	.	.	.	.	.	T	.
Unk_swrSound_CreateThread_423210	.text	00423210	000000A2	00000008	00000000	R	.	.	.	.	.	.	.
Unk_swrSound_TerminateThread_4232C0	.text	004232C0	00000061	00000008	00000000	R	.	.	.	.	.	.	.
Unk_swrSound_ThreadRoutine_423330	.text	00423330	00000051	00000004	00000004	.	.	.	.	.	.	T	.
Unk_swrSound_SetPlayEvent_423350	.text	00423350	00000046	00000014	00000000	R	.	.	.	.	.	.	.
sub_4233A0	.text	004233A0	0000011E	0000002C	0000000C	R	.	.	.	.	.	.	.
sub_4234C0	.text	004234C0	000000B4	0000000C	00000000	R	.	.	.	.	.	.	.
UNK_MainLoop_423580	.text	00423580	000002BC	0000004C	00000000	R	.	.	.	.	.	T	.
swrDisplay_Resize_423840	.text	00423840	0000005E	00000004	0000000C	R	.	.	.	.	.	T	.
UNK_SetIntroMovieWindowPosWrapper_maybe_4238A0	.text	004238A0	0000002A	00000000	00000000	R	.	.	.	.	.	.	.
WinMain(x,x,x,x)	.text	004238D0	00000026	00000000	00000010	R	.	.	.	.	.	T	.
sub_423900	.text	00423900	0000017E	00000004	00000014	R	.	.	.	.	.	T	.
Window_SetActive2_maybe_423AA0	.text	00423AA0	00000013	00000000	00000008	R	.	.	.	.	.	T	.
Window_SetActive3_maybe_423AC0	.text	00423AC0	0000001A	00000000	00000008	R	.	.	.	.	.	T	.
Window_SetActive_maybe_423AE0	.text	00423AE0	000000A6	00000004	00000008	R	.	.	.	.	.	T	.
sub_423B90	.text	00423B90	000000DC	0000002C	0000000C	R	.	.	.	.	.	T	.
sub_423C80	.text	00423C80	00000024	00000000	00000000	R	.	.	.	.	.	.	.
null_423CB0	.text	00423CB0	00000001	00000000	00000000	R	.	.	.	.	.	.	.
UNK_GameSetup_maybe_423CC0	.text	00423CC0	0000041D	0000010C	00000004	R	.	.	.	.	.	T	.
GameShutdown_maybe_4240D0	.text	004240D0	0000007B	00000000	00000000	R	.	.	.	.	.	.	.
MainLoopIndirect_423580	.text	00424140	00000006	00000000	00000000	R	.	.	.	.	.	.	.
sub_424150	.text	00424150	00000023	00000000	00000000	.	.	.	.	.	.	.	.
UNK_SetupRenderSurface_maybe_424180	.text	00424180	0000023B	00000114	00000008	R	.	.	.	.	.	.	.
sub_4243C0	.text	004243C0	0000006E	00000010	00000054	R	.	.	.	.	.	.	.
Unk_ParseCLArgs_424430	.text	00424430	00000281	00000008	00000004	R	.	.	.	.	.	T	.
sub_4246C0	.text	004246C0	0000000A	00000000	00000004	R	.	.	.	.	.	.	.
ShowVideoConfigDialog_maybe_4246D0	.text	004246D0	00000024	00000004	00000008	R	.	.	.	.	.	T	.
VideoConfigDialogCallback_maybe_424700	.text	00424700	00000057	00000000	00000010	R	.	.	.	.	.	T	.
UNK_RenderVideoConfigWindow_maybe_424760	.text	00424760	0000032D	00000014	0000000C	R	.	.	.	.	.	T	.
UNK_WriteVideoConfigData_maybe_424A90	.text	00424A90	000003BA	0000021C	00000010	R	.	.	.	.	.	T	.
sub_424E50	.text	00424E50	00000215	0000001C	00000008	R	.	.	.	.	.	T	.
sub_425070	.text	00425070	00000229	000000A8	00000004	R	.	.	.	.	.	.	.
UNK_PlayVideoFile_maybe_4252A0	.text	004252A0	00000252	0000011C	00000004	R	.	.	.	.	.	.	.
sub_425500	.text	00425500	0000031B	0000039C	00000000	R	.	.	.	.	.	.	.
sub_425820	.text	00425820	000000B2	00000040	00000004	R	.	.	.	.	.	T	.
sub_4258E0	.text	004258E0	0000001B	00000004	00000000	R	.	.	.	.	.	T	.
Unk_Model_AnimLoad__425900	.text	00425900	0000007E	00000004	00000004	R	.	.	.	.	.	.	.
sub_425980	.text	00425980	00000024	00000000	0000000C	R	.	.	.	.	.	T	.
sub_4259B0	.text	004259B0	000000AA	00000004	00000010	R	.	.	.	.	.	T	.
sub_425A60	.text	00425A60	00000133	00000028	00000010	R	.	.	.	.	.	T	.
sub_425BA0	.text	00425BA0	00000169	00000050	00000010	R	.	.	.	.	.	T	.
sub_425D10	.text	00425D10	000000C8	00000024	00000004	R	.	.	.	.	.	.	.
sub_425DE0	.text	00425DE0	00000113	000000BC	00000004	R	.	.	.	.	.	.	.
sub_425F00	.text	00425F00	0000017D	000000F4	00000004	R	.	.	.	.	.	.	.
sub_426080	.text	00426080	00000069	00000008	00000004	R	.	.	.	.	.	.	.
sub_4260F0	.text	004260F0	0000012C	00000014	00000008	R	.	.	.	.	.	.	.
Unk_Model_Anim_GetKeyframeIdx__426220	.text	00426220	0000006C	00000004	00000004	R	.	.	.	.	.	.	.
sub_426290	.text	00426290	00000096	00000004	0000000C	R	.	.	.	.	.	T	.
sub_426330	.text	00426330	00000322	0000000C	00000004	R	.	.	.	.	.	T	.
sub_426660	.text	00426660	000000AF	00000004	00000000	R	.	.	.	.	.	T	.
Unk_Model_Node_GetAnimation__426740	.text	00426740	00000053	00000010	00000008	R	.	.	.	.	.	T	.
Unk_Model_Anim_SetLoopPoints_4267A0	.text	004267A0	0000006C	00000000	0000000C	R	.	.	.	.	.	T	.
Unk_Model_Anim_SetFlags_426810	.text	00426810	0000000F	00000000	00000008	R	.	.	.	.	.	.	.
Unk_Model_Anim_ClearFlags_426820	.text	00426820	00000011	00000000	00000008	R	.	.	.	.	.	T	.
Unk_Model_Anim_SetTime__426840	.text	00426840	00000031	00000000	00000008	R	.	.	.	.	.	T	.
Unk_Model_Anim__426880	.text	00426880	0000000F	00000000	00000008	R	.	.	.	.	.	T	.
Unk_Model_Anim_TransitionToTime_426890	.text	00426890	00000062	00000004	0000000C	R	.	.	.	.	.	T	.
Unk_Model_Anim_SetLoopTransitionSpeed_426900	.text	00426900	0000000F	00000000	00000008	R	.	.	.	.	.	T	.
null_426910	.text	00426910	00000001	00000000	00000004	R	.	.	.	.	.	T	.
Unk_Sound__426920	.text	00426920	0000007A	0000000C	00000000	R	.	.	.	.	.	.	.
sub_4269A0	.text	004269A0	00000005	00000000	00000000	R	.	.	.	.	.	T	.
sub_4269B0	.text	004269B0	00000005	00000000	00000000	R	.	.	.	.	.	T	.
sub_4269C0	.text	004269C0	00000023	00000000	00000004	R	.	.	.	.	.	.	.
sub_4269F0	.text	004269F0	0000000A	00000000	00000001	R	.	.	.	.	.	.	.
Unk_Sound__426A00	.text	00426A00	00000275	00000014	00000020	R	.	.	.	.	.	T	.
Unk_Sound_PlaySound_426C80	.text	00426C80	0000003C	00000000	00000014	R	.	.	.	.	.	T	.
Unk_Sound__426CC0	.text	00426CC0	00000044	00000000	00000014	R	.	.	.	.	.	T	.
Unk_Sound_PlaySoundSpatial_426D10	.text	00426D10	0000006B	00000008	00000024	R	.	.	.	.	.	T	.
Unk_Sound__426D80	.text	00426D80	0000033E	00000080	0000001C	R	.	.	.	.	.	T	.
Debug_null_4270C0	.text	004270C0	0000000F	00000000	00000000	R	.	.	.	.	.	.	.
Unk_Sound__4270D0	.text	004270D0	00000018	00000000	00000000	R	.	.	.	.	.	T	.
sub_4270F0	.text	004270F0	00000014	00000000	00000008	R	.	.	.	.	.	.	.
Sound_GetVoiceLineFromWav_427110	.text	00427110	00000214	00000050	0000000C	R	.	.	.	.	.	T	.
swrSound_CheckVoiceLinePlaying_427360	.text	00427360	00000048	00000000	00000008	R	.	.	.	.	.	T	.
Unk_Sound__4273B0	.text	004273B0	00000025	00000000	00000002	R	.	.	.	.	.	.	.
sub_4273E0	.text	004273E0	00000023	00000000	00000004	R	.	.	.	.	.	.	.
Sound_PlayVoiceLine_427410	.text	00427410	00000116	00000010	00000010	R	.	.	.	.	.	T	.
Sound_VoiceLineRelated__427530	.text	00427530	0000005A	00000000	00000010	R	.	.	.	.	.	.	.
Sound_PlayRandomVoiceLine_427590	.text	00427590	000000DE	0000002C	00000020	R	.	.	.	.	.	T	.
